Mod:Item:MetaData, Localized Name
Botania:customBrick:8, Azulejo
Botania:customBrick:9, Azulejo
Botania:customBrick:10, Azulejo
Botania:customBrick:11, Azulejo
Botania:customBrick:12, Azulejo
Botania:customBrick:13, Azulejo
Botania:customBrick:14, Azulejo
Botania:customBrick:15, Azulejo
Botania:enderEyeBlock, Ender Overseer
minecraft:iron_shovel, Iron Shovel
minecraft:iron_pickaxe, Iron Pickaxe
minecraft:iron_axe, Iron Axe
minecraft:flint_and_steel, Flint and Steel
minecraft:apple, Apple
minecraft:bow, Bow
minecraft:arrow, Arrow
minecraft:coal:0, Coal
minecraft:coal:1, Charcoal
minecraft:diamond, Diamond
minecraft:iron_ingot, Iron Ingot
minecraft:gold_ingot, Gold Ingot
minecraft:iron_sword, Iron Sword
minecraft:wooden_sword, Wooden Sword
minecraft:wooden_shovel, Wooden Shovel
minecraft:wooden_pickaxe, Wooden Pickaxe
minecraft:wooden_axe, Wooden Axe
minecraft:stone_sword, Stone Sword
minecraft:stone_shovel, Stone Shovel
minecraft:stone_pickaxe, Stone Pickaxe
minecraft:stone_axe, Stone Axe
minecraft:diamond_sword, Diamond Sword
minecraft:diamond_shovel, Diamond Shovel
minecraft:diamond_pickaxe, Diamond Pickaxe
minecraft:diamond_axe, Diamond Axe
minecraft:stick, Stick
minecraft:bowl, Bowl
minecraft:mushroom_stew, Mushroom Stew
minecraft:golden_sword, Golden Sword
minecraft:golden_shovel, Golden Shovel
minecraft:golden_pickaxe, Golden Pickaxe
minecraft:golden_axe, Golden Axe
minecraft:string, String
minecraft:feather, Feather
minecraft:gunpowder, Gunpowder
minecraft:wooden_hoe, Wooden Hoe
minecraft:stone_hoe, Stone Hoe
minecraft:iron_hoe, Iron Hoe
minecraft:diamond_hoe, Diamond Hoe
minecraft:golden_hoe, Golden Hoe
minecraft:wheat_seeds, Seeds
minecraft:wheat, Wheat
minecraft:bread, Bread
minecraft:leather_helmet, Leather Cap
minecraft:leather_chestplate, Leather Tunic
minecraft:leather_leggings, Leather Pants
minecraft:leather_boots, Leather Boots
minecraft:chainmail_helmet, Chain Helmet
minecraft:chainmail_chestplate, Chain Chestplate
minecraft:chainmail_leggings, Chain Leggings
minecraft:chainmail_boots, Chain Boots
minecraft:iron_helmet, Iron Helmet
minecraft:iron_chestplate, Iron Chestplate
minecraft:iron_leggings, Iron Leggings
minecraft:iron_boots, Iron Boots
minecraft:diamond_helmet, Diamond Helmet
minecraft:diamond_chestplate, Diamond Chestplate
minecraft:diamond_leggings, Diamond Leggings
minecraft:diamond_boots, Diamond Boots
minecraft:golden_helmet, Golden Helmet
minecraft:golden_chestplate, Golden Chestplate
minecraft:golden_leggings, Golden Leggings
minecraft:golden_boots, Golden Boots
minecraft:flint, Flint
minecraft:porkchop, Raw Porkchop
minecraft:cooked_porkchop, Cooked Porkchop
minecraft:painting, Painting
minecraft:golden_apple:0, Golden Apple
minecraft:golden_apple:1, Golden Apple
minecraft:sign, Sign
minecraft:wooden_door, Wooden Door
minecraft:bucket, Bucket
minecraft:water_bucket, Water Bucket
minecraft:lava_bucket, Lava Bucket
minecraft:minecart, Minecart
minecraft:saddle, Saddle
minecraft:iron_door, Iron Door
minecraft:redstone, Redstone
minecraft:snowball, Snowball
minecraft:boat, Boat
minecraft:leather, Leather
minecraft:milk_bucket, Milk
minecraft:brick, Brick
minecraft:clay_ball, Clay
minecraft:reeds, Sugar Canes
minecraft:paper, Paper
minecraft:book, Book
minecraft:slime_ball, Slimeball
minecraft:chest_minecart, Minecart with Chest
minecraft:furnace_minecart, Minecart with Furnace
minecraft:egg, Egg
minecraft:compass, Compass
minecraft:fishing_rod, Fishing Rod
minecraft:clock, Clock
minecraft:glowstone_dust, Glowstone Dust
minecraft:fish:0, Raw Fish
minecraft:fish:1, Raw Salmon
minecraft:fish:2, Clownfish
minecraft:fish:3, Pufferfish
minecraft:cooked_fished:0, Cooked Fish
minecraft:cooked_fished:1, Cooked Salmon
minecraft:dye:0, Ink Sac
minecraft:dye:1, Rose Red
minecraft:dye:2, Cactus Green
minecraft:dye:3, Cocoa Beans
minecraft:dye:4, Lapis Lazuli
minecraft:dye:5, Purple Dye
minecraft:dye:6, Cyan Dye
minecraft:dye:7, Light Gray Dye
minecraft:dye:8, Gray Dye
minecraft:dye:9, Pink Dye
minecraft:dye:10, Lime Dye
minecraft:dye:11, Dandelion Yellow
minecraft:dye:12, Light Blue Dye
minecraft:dye:13, Magenta Dye
minecraft:dye:14, Orange Dye
minecraft:dye:15, Bone Meal
minecraft:bone, Bone
minecraft:sugar, Sugar
minecraft:cake, Cake
minecraft:bed, Bed
minecraft:repeater, Redstone Repeater
minecraft:cookie, Cookie
minecraft:filled_map:0, Map
minecraft:shears, Shears
minecraft:melon, Melon
minecraft:pumpkin_seeds, Pumpkin Seeds
minecraft:melon_seeds, Melon Seeds
minecraft:beef, Raw Beef
minecraft:cooked_beef, Steak
minecraft:chicken, Raw Chicken
minecraft:cooked_chicken, Cooked Chicken
minecraft:rotten_flesh, Rotten Flesh
minecraft:ender_pearl, Ender Pearl
minecraft:blaze_rod, Blaze Rod
minecraft:ghast_tear, Ghast Tear
minecraft:gold_nugget, Gold Nugget
minecraft:nether_wart, Nether Wart
minecraft:potion:0, Water Bottle
minecraft:potion:8193, Potion of Regeneration
minecraft:potion:8225, Potion of Regeneration
minecraft:potion:8257, Potion of Regeneration
minecraft:potion:16385, Splash Potion of Regeneration
minecraft:potion:16417, Splash Potion of Regeneration
minecraft:potion:16449, Splash Potion of Regeneration
minecraft:potion:8194, Potion of Swiftness
minecraft:potion:8226, Potion of Swiftness
minecraft:potion:8258, Potion of Swiftness
minecraft:potion:16386, Splash Potion of Swiftness
minecraft:potion:16418, Splash Potion of Swiftness
minecraft:potion:16450, Splash Potion of Swiftness
minecraft:potion:8227, Potion of Fire Resistance
minecraft:potion:8259, Potion of Fire Resistance
minecraft:potion:16419, Splash Potion of Fire Resistance
minecraft:potion:16451, Splash Potion of Fire Resistance
minecraft:potion:8196, Potion of Poison
minecraft:potion:8228, Potion of Poison
minecraft:potion:8260, Potion of Poison
minecraft:potion:16388, Splash Potion of Poison
minecraft:potion:16420, Splash Potion of Poison
minecraft:potion:16452, Splash Potion of Poison
minecraft:potion:8261, Potion of Healing
minecraft:potion:8229, Potion of Healing
minecraft:potion:16453, Splash Potion of Healing
minecraft:potion:16421, Splash Potion of Healing
minecraft:potion:8230, Potion of Night Vision
minecraft:potion:8262, Potion of Night Vision
minecraft:potion:16422, Splash Potion of Night Vision
minecraft:potion:16454, Splash Potion of Night Vision
minecraft:potion:8232, Potion of Weakness
minecraft:potion:8264, Potion of Weakness
minecraft:potion:16424, Splash Potion of Weakness
minecraft:potion:16456, Splash Potion of Weakness
minecraft:potion:8201, Potion of Strength
minecraft:potion:8233, Potion of Strength
minecraft:potion:8265, Potion of Strength
minecraft:potion:16393, Splash Potion of Strength
minecraft:potion:16425, Splash Potion of Strength
minecraft:potion:16457, Splash Potion of Strength
minecraft:potion:8234, Potion of Slowness
minecraft:potion:8266, Potion of Slowness
minecraft:potion:16426, Splash Potion of Slowness
minecraft:potion:16458, Splash Potion of Slowness
minecraft:potion:8268, Potion of Harming
minecraft:potion:8236, Potion of Harming
minecraft:potion:16460, Splash Potion of Harming
minecraft:potion:16428, Splash Potion of Harming
minecraft:potion:8237, Potion of Water Breathing
minecraft:potion:8269, Potion of Water Breathing
minecraft:potion:16429, Splash Potion of Water Breathing
minecraft:potion:16461, Splash Potion of Water Breathing
minecraft:potion:8238, Potion of Invisibility
minecraft:potion:8270, Potion of Invisibility
minecraft:potion:16430, Splash Potion of Invisibility
minecraft:potion:16462, Splash Potion of Invisibility
minecraft:glass_bottle, Glass Bottle
minecraft:spider_eye, Spider Eye
minecraft:fermented_spider_eye, Fermented Spider Eye
minecraft:blaze_powder, Blaze Powder
minecraft:magma_cream, Magma Cream
minecraft:brewing_stand, Brewing Stand
minecraft:cauldron, Cauldron
minecraft:ender_eye, Eye of Ender
minecraft:speckled_melon, Glistering Melon
minecraft:spawn_egg:50, Spawn Creeper
minecraft:spawn_egg:51, Spawn Skeleton
minecraft:spawn_egg:52, Spawn Spider
minecraft:spawn_egg:54, Spawn Zombie
minecraft:spawn_egg:55, Spawn Slime
minecraft:spawn_egg:56, Spawn Ghast
minecraft:spawn_egg:57, Spawn Zombie Pigman
minecraft:spawn_egg:58, Spawn Enderman
minecraft:spawn_egg:59, Spawn Cave Spider
minecraft:spawn_egg:60, Spawn Silverfish
minecraft:spawn_egg:61, Spawn Blaze
minecraft:spawn_egg:62, Spawn Magma Cube
minecraft:spawn_egg:65, Spawn Bat
minecraft:spawn_egg:66, Spawn Witch
minecraft:spawn_egg:90, Spawn Pig
minecraft:spawn_egg:91, Spawn Sheep
minecraft:spawn_egg:92, Spawn Cow
minecraft:spawn_egg:93, Spawn Chicken
minecraft:spawn_egg:94, Spawn Squid
minecraft:spawn_egg:95, Spawn Wolf
minecraft:spawn_egg:96, Spawn Mooshroom
minecraft:spawn_egg:98, Spawn Ocelot
minecraft:spawn_egg:100, Spawn Horse
minecraft:spawn_egg:120, Spawn Villager
minecraft:experience_bottle, Bottle o' Enchanting
minecraft:fire_charge, Fire Charge
minecraft:writable_book, Book and Quill
minecraft:written_book, Written Book
minecraft:emerald, Emerald
minecraft:item_frame, Item Frame
minecraft:flower_pot, Flower Pot
minecraft:carrot, Carrot
minecraft:potato, Potato
minecraft:baked_potato, Baked Potato
minecraft:poisonous_potato, Poisonous Potato
minecraft:map, Empty Map
minecraft:golden_carrot, Golden Carrot
minecraft:skull:0, Skeleton Skull
minecraft:skull:1, Wither Skeleton Skull
minecraft:skull:2, Zombie Head
minecraft:skull:3, Head
minecraft:skull:4, Creeper Head
minecraft:carrot_on_a_stick, Carrot on a Stick
minecraft:nether_star, Nether Star
minecraft:pumpkin_pie, Pumpkin Pie
minecraft:fireworks, Firework Rocket
minecraft:firework_charge, Firework Star
minecraft:enchanted_book, Enchanted Book
minecraft:comparator, Redstone Comparator
minecraft:netherbrick, Nether Brick
minecraft:quartz, Nether Quartz
minecraft:tnt_minecart, Minecart with TNT
minecraft:hopper_minecart, Minecart with Hopper
Botania:starfield, Starfield Creator
Botania:rfGenerator, Mana Fluxfield
Botania:elfGlass, Alfglass
Botania:brewery, Botanical Brewery
Botania:manaGlass, Managlass
Botania:terraPlate, Terrestrial Agglomeration Plate
Botania:redStringContainer, Red Stringed Container
Botania:redStringDispenser, Red Stringed Dispenser
minecraft:iron_horse_armor, Iron Horse Armor
minecraft:golden_horse_armor, Gold Horse Armor
minecraft:diamond_horse_armor, Diamond Horse Armor
minecraft:lead, Lead
minecraft:name_tag, Name Tag
minecraft:command_block_minecart, Minecart with Command Block
Botania:redStringFertilizer, Red Stringed Nutrifier
Botania:redStringComparator, Red Stringed Comparator
Botania:redStringRelay, Red Stringed Spoofer
Botania:floatingSpecialFlower, Floating Flower
Botania:manaFlame, Mana Flash
Botania:prism, Mana Prism
Botania:dirtPath, Trodden Dirt
Botania:enchantedSoil, Enchanted Soil
Botania:petalBlock:0, White Petal Block
Botania:petalBlock:1, Orange Petal Block
Botania:petalBlock:2, Magenta Petal Block
Botania:petalBlock:3, Light Blue Petal Block
Botania:petalBlock:4, Yellow Petal Block
Botania:petalBlock:5, Lime Petal Block
Botania:petalBlock:6, Pink Petal Block
Botania:petalBlock:7, Gray Petal Block
Botania:petalBlock:8, Light Gray Petal Block
Botania:petalBlock:9, Cyan Petal Block
Botania:petalBlock:10, Purple Petal Block
Botania:petalBlock:11, Blue Petal Block
Botania:petalBlock:12, Brown Petal Block
Botania:petalBlock:13, Green Petal Block
Botania:petalBlock:14, Red Petal Block
Botania:petalBlock:15, Black Petal Block
Botania:corporeaIndex, Corporea Index
Botania:corporeaFunnel, Corporea Funnel
Botania:endStoneBrick:0, End Stone Bricks
Botania:endStoneBrick:1, Chiseled End Stone Brick
Botania:endStoneBrick:2, Ender Bricks
Botania:endStoneBrick:3, Pillar Ender Bricks
Botania:mushroom:0, White Shimmering Mushroom
Botania:mushroom:1, Orange Shimmering Mushroom
Botania:mushroom:2, Magenta Shimmering Mushroom
Botania:mushroom:3, Light Blue Shimmering Mushroom
Botania:mushroom:4, Yellow Shimmering Mushroom
Botania:mushroom:5, Lime Shimmering Mushroom
Botania:mushroom:6, Pink Shimmering Mushroom
Botania:mushroom:7, Gray Shimmering Mushroom
Botania:mushroom:8, Light Gray Shimmering Mushroom
Botania:mushroom:9, Cyan Shimmering Mushroom
Botania:mushroom:10, Purple Shimmering Mushroom
Botania:mushroom:11, Blue Shimmering Mushroom
Botania:mushroom:12, Brown Shimmering Mushroom
Botania:mushroom:13, Green Shimmering Mushroom
Botania:mushroom:14, Red Shimmering Mushroom
Botania:mushroom:15, Black Shimmering Mushroom
Botania:pump, Mana Pump
Botania:doubleFlower1:0, Tall Mystical White Flower
Botania:doubleFlower1:1, Tall Mystical Orange Flower
Botania:doubleFlower1:2, Tall Mystical Magenta Flower
Botania:doubleFlower1:3, Tall Mystical Light Blue Flower
Botania:doubleFlower1:4, Tall Mystical Yellow Flower
Botania:doubleFlower1:5, Tall Mystical Lime Flower
Botania:doubleFlower1:6, Tall Mystical Pink Flower
Botania:doubleFlower1:7, Tall Mystical Gray Flower
Botania:doubleFlower2:0, Tall Mystical Light Gray Flower
Botania:doubleFlower2:1, Tall Mystical Cyan Flower
Botania:doubleFlower2:2, Tall Mystical Purple Flower
Botania:doubleFlower2:3, Tall Mystical Blue Flower
Botania:doubleFlower2:4, Tall Mystical Brown Flower
Botania:doubleFlower2:5, Tall Mystical Green Flower
Botania:doubleFlower2:6, Tall Mystical Red Flower
Botania:doubleFlower2:7, Tall Mystical Black Flower
Botania:fakeAir, Fake Air
Botania:blazeBlock, Blaze Lamp
Botania:corporeaInterceptor, Corporea Interceptor
Botania:corporeaCrystalCube, Corporea Crystal Cube
Botania:incensePlate, Incense Plate
Botania:hourglass, Hovering Hourglass
Botania:ghostRail, Spectral Rail
Botania:sparkChanger, Spark Tinkerer
Botania:root, Living Root
Botania:felPumpkin, Fel Pumpkin
Botania:cocoon, Cocoon of Caprice
Botania:lightRelay:0, Luminizer
Botania:lightRelay:1, Detector Luminizer
Botania:lightLauncher, Luminizer Launcher
Botania:manaBomb, Manastorm Charge
Botania:cacophoniumBlock, Cacophonium Block
Botania:bellows, Manatide Bellows
Botania:bifrostPerm, Bifrost Block
Botania:cellBlock, Cellular Block
Botania:redStringInterceptor, Red Stringed Interceptor
Botania:gaiaHeadBlock, Gaia Guardian's Head
Botania:corporeaRetainer, Corporea Retainer
Botania:teruTeruBozu, Teru Teru Bozu
Botania:shimmerrock, Shimmerrock
Botania:shimmerwoodPlanks, Shimmerwood Planks
Botania:avatar, Livingwood Avatar
Botania:altGrass:0, Dry Grass
Botania:altGrass:1, Golden Grass
Botania:altGrass:2, Vivid Grass
Botania:altGrass:3, Scorched Grass
Botania:altGrass:4, Infused Grass
Botania:altGrass:5, Mutated Grass
Botania:livingwood0Stairs, Livingwood Stairs
Botania:livingwood0Wall, Livingwood Wall
Botania:livingwood1Stairs, Livingwood Plank Stairs
Botania:livingrock0Stairs, Livingrock Stairs
Botania:livingrock0Wall, Livingrock Wall
Botania:livingrock1Stairs, Livingrock Brick Stairs
Botania:dreamwood0Stairs, Dreamwood Stairs
Botania:dreamwood0Wall, Dreamwood Wall
Botania:dreamwood1Stairs, Dreamwood Plank Stairs
Botania:prismarine0Stairs, Prismarine Stairs
Botania:prismarine0Wall, Prismarine Wall
Botania:prismarine1Stairs, Prismarine Brick Stairs
Botania:prismarine2Stairs, Dark Prismarine Stairs
Botania:reedBlock0Stairs, Reed Stairs
Botania:reedBlock0Wall, Reed Block Wall
Botania:thatch0Stairs, Thatch Stairs
Botania:customBrick0Stairs, Hellish Brick Stairs
Botania:customBrick1Stairs, Soul Brick Stairs
Botania:customBrick2Stairs, Frosty Brick Stairs
Botania:customBrick3Stairs, Roof Tile Stairs
Botania:biomeStoneA:0, Metamorphic Forest Stone
Botania:biomeStoneA:1, Metamorphic Plains Stone
Botania:biomeStoneA:2, Metamorphic Mountain Stone
Botania:biomeStoneA:3, Metamorphic Fungal Stone
Botania:biomeStoneA:4, Metamorphic Swamp Stone
Botania:biomeStoneA:5, Metamorphic Desert Stone
Botania:biomeStoneA:6, Metamorphic Taiga Stone
Botania:biomeStoneA:7, Metamorphic Mesa Stone
Botania:biomeStoneA:8, Metamorphic Forest Cobblestone
Botania:biomeStoneA:9, Metamorphic Plains Cobblestone
Botania:biomeStoneA:10, Metamorphic Mountain Cobblestone
Botania:biomeStoneA:11, Metamorphic Fungal Cobblestone
Botania:biomeStoneA:12, Metamorphic Swamp Cobblestone
Botania:biomeStoneA:13, Metamorphic Desert Cobblestone
Botania:biomeStoneA:14, Metamorphic Taiga Cobblestone
Botania:biomeStoneA:15, Metamorphic Mesa Cobblestone
Botania:biomeStoneB:0, Metamorphic Forest Stone Bricks
Botania:biomeStoneB:1, Metamorphic Plains Stone Bricks
Botania:biomeStoneB:2, Metamorphic Mountain Stone Bricks
Botania:biomeStoneB:3, Metamorphic Fungal Stone Bricks
Botania:biomeStoneB:4, Metamorphic Swamp Stone Bricks
Botania:biomeStoneB:5, Metamorphic Desert Stone Bricks
Botania:biomeStoneB:6, Metamorphic Taiga Stone Bricks
Botania:biomeStoneB:7, Metamorphic Mesa Stone Bricks
Botania:biomeStoneB:8, Chiseled Metamorphic Forest Stone Brick
Botania:biomeStoneB:9, Chiseled Metamorphic Plains Stone Brick
Botania:biomeStoneB:10, Chiseled Metamorphic Mountain Stone Brick
Botania:biomeStoneB:11, Chiseled Metamorphic Fungal Stone Brick
Botania:biomeStoneB:12, Chiseled Metamorphic Swamp Stone Brick
Botania:biomeStoneB:13, Chiseled Metamorphic Desert Stone Brick
Botania:biomeStoneB:14, Chiseled Metamorphic Taiga Stone Brick
Botania:biomeStoneB:15, Chiseled Metamorphic Mesa Stone Brick
Botania:stone:0, Andesite
Botania:stone:1, Basalt
Botania:stone:2, Diorite
Botania:stone:3, Granite
Botania:stone:4, Polished Andesite
Botania:stone:5, Polished Basalt
Botania:stone:6, Polished Diorite
Botania:stone:7, Polished Granite
Botania:stone:8, Andesite Bricks
Botania:stone:9, Basalt Bricks
Botania:stone:10, Diorite Bricks
Botania:stone:11, Granite Bricks
Botania:stone:12, Chiseled Andesite Brick
Botania:stone:13, Chiseled Basalt Brick
Botania:stone:14, Chiseled Diorite Brick
Botania:stone:15, Chiseled Granite Brick
Botania:pavement:0, White Portuguese Pavement
Botania:pavement:1, Black Portuguese Pavement
Botania:pavement:2, Blue Portuguese Pavement
Botania:pavement:3, Red Portuguese Pavement
Botania:pavement:4, Yellow Portuguese Pavement
Botania:pavement:5, Green Portuguese Pavement
Botania:quartzTypeDark:0, Block of Smokey Quartz
Botania:quartzTypeDark:1, Chiseled Smokey Quartz Block
Botania:quartzTypeDark:2, Pillar Smokey Quartz Block
Botania:quartzStairsDark, Smokey Quartz Stairs
Botania:quartzTypeMana:0, Block of Mana Quartz
Botania:quartzTypeMana:1, Chiseled Mana Quartz Block
Botania:quartzTypeMana:2, Pillar Mana Quartz Block
Botania:quartzStairsMana, Mana Quartz Stairs
Botania:quartzTypeBlaze:0, Block of Blaze Quartz
Botania:quartzTypeBlaze:1, Chiseled Blaze Quartz Block
Botania:quartzTypeBlaze:2, Pillar Blaze Quartz Block
Botania:quartzStairsBlaze, Blaze Quartz Stairs
Botania:quartzTypeLavender:0, Block of Lavender Quartz
Botania:quartzTypeLavender:1, Chiseled Lavender Quartz Block
Botania:quartzTypeLavender:2, Pillar Lavender Quartz Block
Botania:quartzStairsLavender, Lavender Quartz Stairs
Botania:quartzTypeRed:0, Block of Redquartz
Botania:quartzTypeRed:1, Chiseled Redquartz Block
Botania:quartzTypeRed:2, Pillar Redquartz Block
Botania:quartzStairsRed, Redquartz Stairs
Botania:quartzTypeElf:0, Block of Elven Quartz
Botania:quartzTypeElf:1, Chiseled Elven Quartz Block
Botania:quartzTypeElf:2, Pillar Elven Quartz Block
Botania:quartzStairsElf, Elven Quartz Stairs
Botania:quartzTypeSunny:0, Block of Sunny Quartz
Botania:quartzTypeSunny:1, Chiseled Sunny Quartz Block
Botania:quartzTypeSunny:2, Pillar Sunny Quartz Block
Botania:quartzStairsSunny, Sunny Quartz Stairs
Botania:biomeStoneA0Stairs, Metamorphic Forest Stone Stairs
Botania:biomeStoneA1Stairs, Metamorphic Plains Stone Stairs
Botania:biomeStoneA2Stairs, Metamorphic Mountain Stone Stairs
Botania:biomeStoneA3Stairs, Metamorphic Fungal Stone Stairs
Botania:biomeStoneA4Stairs, Metamorphic Swamp Stone Stairs
Botania:biomeStoneA5Stairs, Metamorphic Desert Stone Stairs
